college_id,college_name,location,ranking,type,specializations_offered,average_cutoff_gre,average_cutoff_gate,average_cutoff_gmat,average_cutoff_sat,average_cutoff_toefl,average_cutoff_ielts,average_cutoff_gpa,tuition_fee_per_year,financial_aid_offered,application_deadline,program_duration,acceptance_rate,faculty_count,student_to_faculty_ratio,research_output,alumni_network_strength,campus_facilities,international_student_support,internship_opportunities,placement_rate,average_starting_salary,research_funding,industry_connections,accreditation,extracurricular_opportunities,housing_availability,preferred_countries,notable_alumni,program_language
762,College_762,"Mumbai, India",140,Public,Artificial Intelligence,325,80,764,1233,100,7.3,2.54,26060,Yes,"December 19, 2024",3 years,59,126,10:1,Low,Medium,"Labs, Libraries, Sports facilities",Yes,Yes,87,81632,$69M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,Germany,Alumni_36,Hindi
763,College_763,"Sydney, Australia",206,Private,Robotics,311,88,647,1284,110,6.7,2.53,31800,Yes,"December 22, 2024",2 years,40,360,15:1,High,Medium,"Libraries, Sports fields",Yes,No,79,103367,$95M annually,Yes,ABET,"Sports, Clubs, Hackathons",Yes,Germany,Alumni_15,Mandarin
764,College_764,"Mumbai, India",210,Public,Data Science,291,75,666,1231,105,8.0,2.68,10513,No,"December 21, 2024",2 years,15,261,18:1,High,Strong,"Recreational Centers, Labs",Yes,No,63,96819,$59M annually,Yes,ABET,"Sports, Clubs, Hackathons",No,Germany,Alumni_73,Hindi
765,College_765,"London, UK",230,Private,Machine Learning,338,64,777,1251,115,6.1,3.02,57508,Yes,"December 10, 2024",3 years,72,265,9:1,High,Strong,"Labs, Libraries, Sports facilities",No,No,79,75686,$99M annually,No,None,"Sports, Music",No,Australia,Alumni_8,Japanese
766,College_766,"London, UK",140,Private,Mechanical Design,333,52,770,1380,88,8.4,3.18,21948,Yes,"December 1, 2024",4 years,33,394,14:1,Medium,Weak,"Labs, Libraries, Sports facilities",Yes,Yes,93,55453,$15M annually,Yes,None,"Sports, Music",Yes,Japan,Alumni_7,German
767,College_767,"Berlin, Germany",254,Private,Cyber Security,300,87,755,1584,95,8.6,2.9,44417,No,"December 6, 2024",1 years,73,165,7:1,Medium,Medium,"Libraries, Sports fields",Yes,Yes,79,140651,$41M annually,Yes,ABET,"Clubs, Music",No,Japan,Alumni_57,German
768,College_768,"Tokyo, Japan",182,Public,Data Science,292,54,624,1312,118,7.5,3.18,23238,No,"December 9, 2024",4 years,53,406,6:1,Medium,Strong,"Dorms, Labs",No,Yes,99,103228,$56M annually,Yes,None,"Sports, Music",No,Germany,Alumni_48,English
769,College_769,"Sydney, Australia",270,Private,Robotics,326,72,626,1476,109,8.0,3.71,36210,Yes,"December 24, 2024",4 years,14,69,10:1,High,Weak,"Recreational Centers, Labs",No,No,68,85342,$25M annually,Yes,None,"Sports, Music",Yes,Japan,Alumni_22,Japanese
770,College_770,"Mumbai, India",71,Public,Artificial Intelligence,323,80,792,1359,92,6.7,2.9,13060,Yes,"December 2, 2024",4 years,46,479,6:1,Low,Strong,"Dorms, Labs",Yes,Yes,64,148391,$71M annually,Yes,None,"Sports, Music",Yes,UK,Alumni_8,German
771,College_771,"California, USA",291,Private,Cyber Security,306,95,631,1224,98,6.9,3.45,10461,Yes,"December 26, 2024",4 years,79,434,5:1,Medium,Medium,"Dorms, Labs",Yes,Yes,86,136596,$78M annually,No,None,"Sports, Clubs, Hackathons",No,Germany,Alumni_20,German
772,College_772,"Mumbai, India",35,Private,Machine Learning,329,67,774,1342,91,7.0,3.54,50042,No,"December 15, 2024",3 years,45,91,16:1,Low,Weak,"Recreational Centers, Labs",Yes,No,66,83608,$78M annually,No,None,"Sports, Clubs, Hackathons",No,USA,Alumni_46,German
773,College_773,"California, USA",121,Public,Artificial Intelligence,297,52,713,1439,110,6.5,3.6,11260,Yes,"December 28, 2024",2 years,14,183,11:1,Medium,Strong,"Recreational Centers, Labs",Yes,Yes,65,79813,$56M annually,Yes,ABET,"Sports, Music",No,UK,Alumni_81,Mandarin
774,College_774,"London, UK",169,Public,Data Science,333,64,723,1469,112,8.3,2.5,53716,Yes,"December 13, 2024",3 years,50,311,17:1,Low,Weak,"Libraries, Sports fields",No,Yes,73,53926,$79M annually,Yes,ABET,"Sports, Clubs, Hackathons",No,Japan,Alumni_14,Mandarin
775,College_775,"Mumbai, India",284,Public,Artificial Intelligence,294,75,644,1458,87,8.0,3.91,34739,No,"December 5, 2024",2 years,15,61,19:1,Low,Strong,"Recreational Centers, Labs",Yes,Yes,98,59255,$67M annually,No,ABET,"Sports, Clubs, Hackathons",No,USA,Alumni_87,French
776,College_776,"London, UK",102,Public,Robotics,335,98,621,1432,99,7.6,3.77,20374,No,"December 12, 2024",3 years,71,293,5:1,High,Medium,"Dorms, Labs",Yes,No,54,127327,$20M annually,No,ABET,"Sports, Music",No,UK,Alumni_55,German
777,College_777,"Mumbai, India",164,Public,Machine Learning,330,93,769,1519,116,8.7,3.82,23972,No,"December 15, 2024",1 years,16,186,15:1,Low,Weak,"Dorms, Labs",No,No,80,135332,$96M annually,No,None,"Sports, Music",Yes,Japan,Alumni_39,Japanese
778,College_778,"London, UK",59,Public,Mechanical Design,301,66,655,1308,80,6.9,3.54,38758,Yes,"December 12, 2024",2 years,41,197,13:1,High,Weak,"Libraries, Sports fields",Yes,No,54,100711,$100M annually,No,None,"Sports, Clubs, Hackathons",No,USA,Alumni_35,Hindi
779,College_779,"California, USA",201,Public,Machine Learning,331,84,639,1489,96,7.7,3.35,43761,Yes,"December 29, 2024",2 years,25,305,16:1,Low,Medium,"Recreational Centers, Labs",Yes,Yes,64,120026,$20M annually,No,None,"Clubs, Music",No,Australia,Alumni_16,English
780,College_780,"California, USA",91,Private,Data Science,301,70,601,1313,89,7.9,3.76,20424,No,"December 31, 2024",4 years,14,262,17:1,Medium,Weak,"Dorms, Labs",No,No,82,112398,$98M annually,No,ABET,"Sports, Music",No,Germany,Alumni_92,Hindi
781,College_781,"California, USA",161,Public,Mechanical Design,294,98,731,1493,114,8.3,2.82,46906,No,"December 9, 2024",1 years,26,164,7:1,High,Weak,"Libraries, Sports fields",Yes,No,84,61299,$43M annually,No,None,"Clubs, Music",No,Germany,Alumni_86,Mandarin
782,College_782,"California, USA",10,Public,Cyber Security,311,78,674,1459,87,6.2,3.63,59418,No,"December 13, 2024",1 years,58,113,17:1,Medium,Strong,"Labs, Libraries, Sports facilities",Yes,Yes,84,130930,$53M annually,No,ABET,"Sports, Music",Yes,USA,Alumni_37,French
783,College_783,"Tokyo, Japan",194,Public,Robotics,299,87,750,1424,84,6.5,3.88,51925,No,"December 15, 2024",2 years,58,149,12:1,High,Weak,"Labs, Libraries, Sports facilities",No,Yes,75,101833,$40M annually,Yes,ABET,"Sports, Music",Yes,Japan,Alumni_100,French
784,College_784,"Berlin, Germany",296,Private,Robotics,292,65,640,1339,103,6.1,3.8,42475,Yes,"December 22, 2024",2 years,89,341,11:1,High,Medium,"Recreational Centers, Labs",Yes,No,97,78177,$37M annually,No,ABET,"Clubs, Music",No,USA,Alumni_41,Hindi
785,College_785,"California, USA",194,Public,Data Science,334,80,686,1456,108,7.1,3.12,10371,Yes,"December 18, 2024",2 years,41,345,6:1,High,Weak,"Libraries, Sports fields",Yes,Yes,52,106936,$88M annually,Yes,ABET,"Clubs, Music",Yes,Australia,Alumni_86,Hindi
786,College_786,"Mumbai, India",7,Public,Robotics,321,54,616,1229,96,7.5,3.93,19485,No,"December 1, 2024",2 years,32,359,5:1,High,Strong,"Recreational Centers, Labs",No,Yes,91,133055,$43M annually,No,ABET,"Sports, Music",No,UK,Alumni_100,Hindi
787,College_787,"Sydney, Australia",258,Private,Cyber Security,292,50,649,1421,96,6.5,3.06,28683,Yes,"December 26, 2024",3 years,84,152,10:1,Medium,Medium,"Recreational Centers, Labs",No,No,54,107466,$95M annually,No,None,"Clubs, Music",No,Japan,Alumni_12,English
788,College_788,"Sydney, Australia",283,Public,Robotics,311,68,655,1277,119,6.7,2.7,23552,No,"December 8, 2024",2 years,64,247,15:1,High,Weak,"Recreational Centers, Labs",Yes,Yes,89,113374,$56M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,UK,Alumni_56,English
789,College_789,"London, UK",99,Private,Cyber Security,312,92,713,1574,103,7.5,3.66,23016,Yes,"December 12, 2024",2 years,72,434,20:1,Low,Medium,"Dorms, Labs",No,Yes,56,148865,$18M annually,Yes,None,"Clubs, Music",No,India,Alumni_60,Hindi
790,College_790,"Berlin, Germany",49,Private,Robotics,292,51,730,1587,95,7.0,3.35,22279,No,"December 24, 2024",2 years,85,322,11:1,Medium,Medium,"Recreational Centers, Labs",Yes,No,91,92222,$82M annually,Yes,ABET,"Sports, Clubs, Hackathons",No,Australia,Alumni_31,Mandarin
791,College_791,"Berlin, Germany",272,Private,Cyber Security,301,51,630,1311,102,7.5,2.57,56779,No,"December 12, 2024",2 years,17,61,11:1,High,Weak,"Recreational Centers, Labs",Yes,Yes,52,93547,$30M annually,Yes,None,"Sports, Music",No,Japan,Alumni_4,French
792,College_792,"Tokyo, Japan",150,Private,Data Science,309,80,781,1304,108,6.5,3.94,42246,No,"December 21, 2024",2 years,84,454,6:1,Low,Weak,"Libraries, Sports fields",No,Yes,59,116739,$49M annually,No,ABET,"Sports, Music",Yes,Japan,Alumni_21,Mandarin
793,College_793,"Sydney, Australia",14,Private,Machine Learning,322,55,620,1311,113,7.8,3.36,32665,No,"December 7, 2024",4 years,53,288,14:1,High,Strong,"Libraries, Sports fields",No,No,86,60050,$30M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,Germany,Alumni_61,Japanese
794,College_794,"Mumbai, India",158,Private,Robotics,291,73,672,1268,116,7.4,2.58,39634,Yes,"December 15, 2024",1 years,56,298,5:1,Medium,Medium,"Dorms, Labs",Yes,Yes,74,128203,$10M annually,No,ABET,"Sports, Music",No,Germany,Alumni_19,Mandarin
795,College_795,"London, UK",122,Private,Data Science,299,65,741,1504,81,6.8,3.19,14713,No,"December 27, 2024",2 years,26,212,8:1,Medium,Medium,"Recreational Centers, Labs",No,No,81,91105,$70M annually,Yes,ABET,"Sports, Clubs, Hackathons",No,Japan,Alumni_10,Hindi
796,College_796,"Berlin, Germany",228,Public,Artificial Intelligence,304,77,655,1208,82,6.4,3.35,38002,No,"December 29, 2024",1 years,36,269,6:1,Medium,Weak,"Libraries, Sports fields",Yes,No,97,68173,$52M annually,Yes,ABET,"Clubs, Music",Yes,Germany,Alumni_22,English
797,College_797,"London, UK",105,Public,Robotics,336,70,725,1538,80,7.4,3.59,24805,No,"December 25, 2024",4 years,25,98,7:1,Low,Medium,"Libraries, Sports fields",No,Yes,88,142919,$28M annually,No,None,"Sports, Clubs, Hackathons",Yes,India,Alumni_98,French
798,College_798,"California, USA",12,Private,Mechanical Design,314,53,628,1363,103,7.9,2.51,32159,Yes,"December 19, 2024",1 years,44,351,7:1,Low,Medium,"Labs, Libraries, Sports facilities",Yes,Yes,96,78824,$89M annually,Yes,None,"Sports, Clubs, Hackathons",No,UK,Alumni_62,English
799,College_799,"Tokyo, Japan",101,Private,Machine Learning,301,93,670,1562,89,6.7,3.11,12286,Yes,"December 5, 2024",4 years,27,444,11:1,High,Strong,"Dorms, Labs",No,No,60,99580,$10M annually,Yes,None,"Clubs, Music",No,Japan,Alumni_59,Hindi
800,College_800,"Tokyo, Japan",29,Public,Cyber Security,304,88,601,1363,118,6.8,3.86,57582,No,"December 23, 2024",1 years,16,354,15:1,Low,Strong,"Recreational Centers, Labs",Yes,Yes,80,68919,$23M annually,No,None,"Sports, Music",Yes,Germany,Alumni_24,Mandarin
801,College_801,"Tokyo, Japan",154,Public,Machine Learning,292,55,690,1362,120,7.0,2.63,37610,Yes,"December 4, 2024",1 years,15,158,8:1,High,Strong,"Labs, Libraries, Sports facilities",No,No,51,87265,$34M annually,Yes,ABET,"Sports, Music",No,Japan,Alumni_50,German
802,College_802,"Berlin, Germany",66,Private,Data Science,322,67,648,1558,84,8.9,2.81,36196,No,"December 2, 2024",1 years,60,197,13:1,High,Weak,"Labs, Libraries, Sports facilities",Yes,Yes,80,116478,$79M annually,No,ABET,"Sports, Clubs, Hackathons",No,Australia,Alumni_99,German
803,College_803,"Berlin, Germany",152,Public,Mechanical Design,339,63,776,1351,120,7.4,3.95,43730,No,"December 29, 2024",3 years,35,478,16:1,High,Strong,"Libraries, Sports fields",No,No,68,129442,$99M annually,No,None,"Sports, Clubs, Hackathons",Yes,India,Alumni_1,French
804,College_804,"Sydney, Australia",1,Private,Artificial Intelligence,323,52,793,1294,95,7.2,3.17,45016,No,"December 21, 2024",1 years,35,64,6:1,Medium,Strong,"Recreational Centers, Labs",No,No,52,126151,$12M annually,Yes,ABET,"Sports, Music",Yes,India,Alumni_29,French
805,College_805,"Tokyo, Japan",116,Public,Cyber Security,318,76,671,1391,99,7.5,3.75,12223,Yes,"December 8, 2024",2 years,20,268,12:1,High,Weak,"Labs, Libraries, Sports facilities",Yes,No,83,72003,$66M annually,No,ABET,"Sports, Music",No,UK,Alumni_20,German
806,College_806,"California, USA",81,Public,Data Science,321,89,661,1559,100,7.9,2.78,32745,Yes,"December 15, 2024",1 years,79,176,11:1,High,Medium,"Libraries, Sports fields",Yes,No,71,93894,$86M annually,Yes,ABET,"Clubs, Music",Yes,Germany,Alumni_19,English
807,College_807,"Mumbai, India",252,Public,Mechanical Design,292,88,606,1544,87,6.2,3.46,12253,Yes,"December 18, 2024",4 years,80,148,6:1,Low,Medium,"Labs, Libraries, Sports facilities",No,Yes,76,121047,$41M annually,No,None,"Sports, Music",No,Japan,Alumni_16,German
808,College_808,"Sydney, Australia",237,Public,Robotics,306,71,745,1348,80,8.0,3.26,33181,Yes,"December 27, 2024",2 years,89,170,14:1,Medium,Medium,"Dorms, Labs",Yes,No,78,124351,$54M annually,Yes,None,"Clubs, Music",Yes,USA,Alumni_14,Hindi
809,College_809,"London, UK",130,Private,Cyber Security,313,99,686,1302,115,7.8,3.45,15605,Yes,"December 10, 2024",3 years,66,82,17:1,High,Medium,"Dorms, Labs",No,Yes,53,137625,$91M annually,No,ABET,"Sports, Clubs, Hackathons",No,USA,Alumni_95,French
810,College_810,"Tokyo, Japan",233,Public,Mechanical Design,340,90,707,1352,120,7.9,2.58,29303,No,"December 7, 2024",1 years,69,241,19:1,Medium,Weak,"Dorms, Labs",No,Yes,79,127741,$77M annually,No,None,"Clubs, Music",No,Germany,Alumni_4,Mandarin
811,College_811,"London, UK",30,Public,Cyber Security,323,52,734,1555,92,7.3,3.07,42370,Yes,"December 21, 2024",2 years,22,79,17:1,High,Strong,"Labs, Libraries, Sports facilities",No,No,79,127328,$29M annually,Yes,ABET,"Sports, Music",Yes,UK,Alumni_64,English
812,College_812,"California, USA",15,Public,Machine Learning,334,98,795,1321,109,8.4,2.6,47194,No,"December 8, 2024",4 years,15,71,19:1,High,Strong,"Recreational Centers, Labs",No,Yes,56,128786,$39M annually,No,ABET,"Sports, Music",Yes,USA,Alumni_19,Japanese
813,College_813,"Tokyo, Japan",224,Private,Artificial Intelligence,300,82,695,1268,94,6.0,3.7,24729,Yes,"December 13, 2024",4 years,48,428,20:1,Medium,Weak,"Recreational Centers, Labs",No,No,59,135806,$16M annually,No,ABET,"Sports, Music",No,Japan,Alumni_52,Hindi
814,College_814,"Mumbai, India",13,Public,Data Science,338,76,747,1225,94,7.1,3.41,12739,Yes,"December 16, 2024",2 years,74,192,20:1,Low,Medium,"Labs, Libraries, Sports facilities",Yes,No,68,51591,$60M annually,No,None,"Clubs, Music",No,Japan,Alumni_40,German
815,College_815,"Berlin, Germany",27,Private,Cyber Security,330,98,642,1342,115,8.3,3.55,35796,Yes,"December 28, 2024",3 years,50,124,11:1,Medium,Medium,"Labs, Libraries, Sports facilities",Yes,Yes,54,63859,$29M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,USA,Alumni_79,Japanese
816,College_816,"Sydney, Australia",52,Public,Robotics,324,92,669,1490,118,7.1,3.92,55103,Yes,"December 6, 2024",2 years,15,228,20:1,High,Medium,"Labs, Libraries, Sports facilities",Yes,Yes,74,130633,$70M annually,No,None,"Sports, Music",Yes,Japan,Alumni_44,French
817,College_817,"Berlin, Germany",250,Private,Mechanical Design,316,87,673,1368,118,8.4,3.41,29112,Yes,"December 5, 2024",1 years,77,451,14:1,High,Strong,"Recreational Centers, Labs",Yes,No,97,149276,$32M annually,No,ABET,"Clubs, Music",Yes,India,Alumni_64,French
818,College_818,"Sydney, Australia",300,Private,Data Science,327,65,613,1399,86,8.0,2.85,26538,Yes,"December 23, 2024",2 years,78,57,15:1,High,Weak,"Dorms, Labs",Yes,No,66,71181,$86M annually,Yes,ABET,"Sports, Clubs, Hackathons",No,Australia,Alumni_82,English
819,College_819,"London, UK",202,Private,Mechanical Design,316,81,725,1313,84,7.3,3.51,32822,Yes,"December 3, 2024",4 years,20,357,12:1,Low,Weak,"Recreational Centers, Labs",Yes,No,84,102205,$61M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_98,German
820,College_820,"California, USA",109,Private,Data Science,325,84,624,1537,85,8.1,3.69,44536,No,"December 4, 2024",3 years,45,101,11:1,Low,Weak,"Libraries, Sports fields",Yes,No,59,73364,$76M annually,Yes,ABET,"Sports, Clubs, Hackathons",Yes,Australia,Alumni_93,Hindi
821,College_821,"Tokyo, Japan",48,Private,Mechanical Design,332,72,626,1463,100,8.8,3.81,19290,No,"December 28, 2024",3 years,71,442,5:1,Low,Strong,"Labs, Libraries, Sports facilities",Yes,No,78,116517,$61M annually,Yes,None,"Sports, Music",Yes,UK,Alumni_51,English
822,College_822,"Mumbai, India",294,Public,Cyber Security,311,99,794,1407,87,8.1,2.94,35969,Yes,"December 4, 2024",2 years,14,174,11:1,Medium,Weak,"Dorms, Labs",Yes,No,72,126648,$12M annually,No,None,"Sports, Clubs, Hackathons",No,Japan,Alumni_48,Hindi
823,College_823,"Berlin, Germany",234,Public,Machine Learning,320,56,632,1472,109,8.8,3.94,14242,No,"December 4, 2024",4 years,85,472,17:1,Low,Medium,"Dorms, Labs",No,Yes,84,112768,$66M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,USA,Alumni_40,Japanese
824,College_824,"Mumbai, India",162,Public,Robotics,302,72,607,1378,81,7.7,3.99,13438,No,"December 8, 2024",1 years,21,124,15:1,High,Weak,"Dorms, Labs",No,Yes,71,105382,$50M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_98,French
825,College_825,"Tokyo, Japan",233,Public,Data Science,321,75,686,1508,99,8.8,2.6,26378,Yes,"December 20, 2024",3 years,45,59,13:1,Low,Weak,"Dorms, Labs",No,Yes,74,63449,$75M annually,Yes,None,"Sports, Music",Yes,Australia,Alumni_73,English
826,College_826,"Mumbai, India",227,Private,Machine Learning,309,77,677,1284,106,8.3,3.65,19896,No,"December 17, 2024",3 years,21,490,20:1,Low,Medium,"Recreational Centers, Labs",Yes,Yes,91,125393,$56M annually,No,ABET,"Sports, Music",Yes,India,Alumni_87,English
827,College_827,"California, USA",160,Public,Cyber Security,301,52,615,1227,119,6.3,3.16,59116,Yes,"December 4, 2024",4 years,87,333,16:1,High,Medium,"Dorms, Labs",Yes,Yes,54,60651,$16M annually,Yes,None,"Clubs, Music",No,India,Alumni_58,English
828,College_828,"London, UK",43,Public,Machine Learning,300,99,751,1313,109,8.3,3.29,41876,Yes,"December 10, 2024",3 years,62,420,20:1,High,Weak,"Dorms, Labs",Yes,No,73,125152,$94M annually,No,ABET,"Sports, Clubs, Hackathons",No,Japan,Alumni_49,Japanese
829,College_829,"Sydney, Australia",176,Public,Mechanical Design,311,62,639,1423,109,6.5,2.93,54445,No,"December 27, 2024",2 years,80,150,12:1,Medium,Strong,"Recreational Centers, Labs",No,No,73,86081,$45M annually,Yes,ABET,"Sports, Music",Yes,USA,Alumni_6,French
830,College_830,"London, UK",296,Public,Machine Learning,308,99,711,1428,109,7.4,3.74,31599,Yes,"December 23, 2024",4 years,82,369,13:1,Low,Strong,"Labs, Libraries, Sports facilities",No,No,50,132401,$66M annually,Yes,ABET,"Sports, Clubs, Hackathons",Yes,UK,Alumni_50,Japanese
831,College_831,"California, USA",64,Private,Machine Learning,319,77,604,1386,105,8.1,3.13,19894,Yes,"December 24, 2024",1 years,34,429,14:1,Low,Weak,"Labs, Libraries, Sports facilities",Yes,No,97,115737,$19M annually,No,None,"Clubs, Music",Yes,India,Alumni_79,German
832,College_832,"London, UK",282,Public,Data Science,298,88,792,1476,80,6.2,3.05,31616,No,"December 2, 2024",4 years,89,491,18:1,High,Strong,"Recreational Centers, Labs",No,Yes,88,93535,$19M annually,No,None,"Sports, Music",No,Germany,Alumni_37,Japanese
833,College_833,"Mumbai, India",136,Public,Data Science,292,63,677,1459,94,6.6,3.0,54881,Yes,"December 31, 2024",2 years,90,392,17:1,Medium,Weak,"Libraries, Sports fields",Yes,Yes,78,139217,$32M annually,Yes,None,"Clubs, Music",No,Japan,Alumni_97,Hindi
834,College_834,"Sydney, Australia",294,Private,Machine Learning,309,78,724,1356,115,6.9,2.99,34051,No,"December 2, 2024",1 years,71,375,18:1,Medium,Medium,"Libraries, Sports fields",No,No,61,61714,$71M annually,Yes,None,"Sports, Music",No,UK,Alumni_91,Japanese
835,College_835,"California, USA",32,Public,Data Science,297,77,768,1499,110,6.8,3.94,17537,No,"December 2, 2024",2 years,63,53,6:1,Medium,Medium,"Libraries, Sports fields",Yes,No,63,67326,$85M annually,Yes,ABET,"Sports, Music",No,UK,Alumni_18,German
836,College_836,"Sydney, Australia",155,Public,Data Science,317,56,766,1381,85,7.0,3.21,34886,Yes,"December 5, 2024",3 years,72,464,18:1,Low,Strong,"Libraries, Sports fields",No,Yes,75,108925,$46M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,India,Alumni_91,French
837,College_837,"Tokyo, Japan",273,Public,Data Science,329,58,667,1217,104,6.5,2.6,48382,Yes,"December 8, 2024",3 years,64,59,15:1,Medium,Weak,"Dorms, Labs",Yes,No,59,133477,$80M annually,No,None,"Sports, Clubs, Hackathons",No,Germany,Alumni_21,French
838,College_838,"Berlin, Germany",21,Public,Mechanical Design,302,91,680,1228,107,8.3,2.94,39348,No,"December 26, 2024",4 years,66,360,15:1,Low,Strong,"Dorms, Labs",Yes,No,90,67348,$87M annually,No,None,"Sports, Clubs, Hackathons",Yes,Germany,Alumni_36,French
839,College_839,"Sydney, Australia",99,Public,Artificial Intelligence,323,100,603,1557,91,8.6,2.65,36750,Yes,"December 8, 2024",4 years,74,74,11:1,High,Weak,"Libraries, Sports fields",Yes,No,85,129169,$50M annually,No,None,"Sports, Music",No,USA,Alumni_53,Mandarin
840,College_840,"Sydney, Australia",15,Private,Machine Learning,325,58,729,1448,94,8.5,3.93,47480,No,"December 25, 2024",3 years,68,286,7:1,Medium,Strong,"Dorms, Labs",No,No,86,78522,$93M annually,No,None,"Sports, Music",Yes,Japan,Alumni_32,Mandarin
841,College_841,"Tokyo, Japan",185,Private,Robotics,309,60,643,1463,106,6.7,3.45,25992,Yes,"December 16, 2024",3 years,84,430,9:1,Medium,Weak,"Recreational Centers, Labs",Yes,No,71,127681,$25M annually,No,None,"Clubs, Music",Yes,USA,Alumni_19,Hindi
842,College_842,"London, UK",71,Private,Cyber Security,316,95,671,1396,86,6.9,3.36,48025,Yes,"December 22, 2024",3 years,68,137,12:1,Medium,Strong,"Recreational Centers, Labs",Yes,No,69,107799,$59M annually,Yes,None,"Clubs, Music",No,Japan,Alumni_50,English
843,College_843,"Berlin, Germany",249,Public,Machine Learning,294,76,613,1417,99,8.0,3.87,35906,No,"December 15, 2024",4 years,66,237,14:1,Medium,Strong,"Labs, Libraries, Sports facilities",No,Yes,79,75621,$74M annually,No,None,"Sports, Clubs, Hackathons",No,Australia,Alumni_74,Mandarin
844,College_844,"London, UK",119,Public,Cyber Security,331,74,625,1351,106,6.2,2.87,49736,No,"December 25, 2024",1 years,50,483,18:1,Medium,Medium,"Libraries, Sports fields",No,No,61,81326,$10M annually,Yes,None,"Clubs, Music",No,Germany,Alumni_75,French
845,College_845,"California, USA",137,Public,Mechanical Design,327,67,663,1294,119,8.1,2.61,48886,Yes,"December 30, 2024",3 years,11,487,10:1,Medium,Medium,"Dorms, Labs",Yes,Yes,62,110286,$23M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,UK,Alumni_51,Mandarin
846,College_846,"Tokyo, Japan",2,Private,Cyber Security,315,73,714,1391,85,6.4,3.45,45353,No,"December 22, 2024",1 years,69,55,10:1,High,Strong,"Dorms, Labs",No,No,82,66818,$96M annually,Yes,None,"Clubs, Music",No,Japan,Alumni_50,French
847,College_847,"Tokyo, Japan",18,Public,Robotics,326,64,630,1205,82,8.2,3.68,59074,No,"December 4, 2024",4 years,28,311,19:1,High,Weak,"Dorms, Labs",No,Yes,85,70953,$22M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,Australia,Alumni_63,English
848,College_848,"California, USA",98,Public,Mechanical Design,333,99,672,1511,98,8.9,3.03,54352,No,"December 20, 2024",3 years,62,230,18:1,Low,Weak,"Labs, Libraries, Sports facilities",Yes,Yes,52,65482,$38M annually,No,None,"Sports, Clubs, Hackathons",No,USA,Alumni_28,Hindi
849,College_849,"Berlin, Germany",83,Public,Machine Learning,292,87,723,1288,108,6.3,2.56,24300,No,"December 30, 2024",4 years,31,202,14:1,Medium,Strong,"Recreational Centers, Labs",Yes,No,76,149179,$95M annually,Yes,ABET,"Sports, Clubs, Hackathons",No,USA,Alumni_93,Japanese
850,College_850,"Mumbai, India",195,Private,Artificial Intelligence,319,63,650,1451,83,6.9,3.11,16417,Yes,"December 25, 2024",3 years,88,238,18:1,High,Weak,"Recreational Centers, Labs",Yes,Yes,79,108649,$85M annually,No,None,"Sports, Music",No,UK,Alumni_19,Mandarin
851,College_851,"Tokyo, Japan",184,Private,Cyber Security,305,97,713,1417,97,8.4,3.4,33988,Yes,"December 25, 2024",1 years,60,199,7:1,Low,Medium,"Recreational Centers, Labs",Yes,No,61,87149,$60M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_45,Hindi
852,College_852,"Sydney, Australia",262,Public,Cyber Security,323,68,689,1296,99,6.6,3.46,41827,No,"December 7, 2024",3 years,73,176,20:1,Medium,Weak,"Recreational Centers, Labs",Yes,No,73,143457,$55M annually,No,ABET,"Clubs, Music",Yes,Australia,Alumni_84,Japanese
853,College_853,"Berlin, Germany",61,Private,Cyber Security,308,92,780,1353,107,6.3,3.71,53897,Yes,"December 14, 2024",2 years,54,104,6:1,Low,Weak,"Dorms, Labs",Yes,Yes,100,93766,$77M annually,No,None,"Sports, Clubs, Hackathons",Yes,India,Alumni_46,German
854,College_854,"Mumbai, India",151,Private,Robotics,322,100,656,1262,97,6.8,3.7,42244,No,"December 21, 2024",3 years,11,241,12:1,Low,Medium,"Dorms, Labs",Yes,Yes,82,54282,$19M annually,Yes,ABET,"Sports, Music",Yes,UK,Alumni_20,Mandarin
855,College_855,"Berlin, Germany",178,Private,Mechanical Design,295,75,650,1223,112,7.5,3.21,31674,Yes,"December 31, 2024",4 years,84,148,17:1,Medium,Strong,"Recreational Centers, Labs",Yes,Yes,95,99442,$69M annually,No,None,"Sports, Music",No,UK,Alumni_40,Hindi
856,College_856,"California, USA",196,Private,Data Science,315,72,601,1367,80,7.3,3.64,33392,Yes,"December 1, 2024",1 years,66,364,13:1,Medium,Strong,"Recreational Centers, Labs",Yes,No,58,64371,$20M annually,No,None,"Sports, Music",No,India,Alumni_54,Mandarin
